861,0
862,0
862,0
861,0
861,0
862,0
860,0
863,0
862,0
860,0
861,0
863,0
861,0
861,0
860,0
861,0
861,0
863,0
861,0
859,0
861,0
861,0
862,0
861,0
861,0
861,0
861,0
863,0
862,0
860,0
862,0
861,0
862,0
861,0
865,0
862,0
863,0
863,0
862,0
861,0
861,0
863,0
861,0
862,0
862,0
861,0
862,0
863,0
862,0
860,0
862,0
861,0
862,0
862,0
863,0
862,0
862,0
862,0
862,0
862,0
862,0
863,0
862,0
863,0
863,0
862,0
862,0
863,0
862,0
861,0
862,0
862,0
863,0
863,0
863,0
863,0
863,0
868,0
867,0
865,0
866,0
867,0
867,0
867,0
867,0
867,0
868,0
868,0
867,0
867,0
868,0
867,0
868,0
869,0
868,0
869,0
867,0
869,0
867,0
867,0
870,0
870,0
872,0
869,0
872,0
871,0
871,0
873,0
873,0
873,0
874,0
873,0
873,0
872,0
872,0
874,0
875,0
876,0
877,0
878,0
881,0
882,0
886,0
888,0
889,0
892,0
891,0
891,0
890,0
888,0
890,0
890,0
889,0
890,0
891,0
893,0
894,0
894,0
893,0
895,0
893,0
895,0
901,0
904,0
905,0
909,0
907,0
908,0
910,0
914,0
917,0
923,0
928,0
927,0
929,0
932,0
932,0
934,0
935,0
939,0
940,0
945,0
947,0
949,0
948,0
951,0
959,0
976,0
975,0
976,0
978,0
980,0
982,0
985,0
988,0
993,0
999,0
1001,0
1004,0
1008,0
1011,0
1011,0
1011,0
1010,0
1015,0
1020,0
1025,0
1025,0
1028,0
1028,0
1033,0
1041,0
1045,0
1046,0
1048,0
1049,0
1064,0
1066,0
1073,0
1071,0
1072,0
1074,0
1079,0
1079,0
1079,0
1080,0
1090,0
1091,0
1092,0
1096,0
1096,0
1100,0
1103,0
1105,0
1108,0
1109,0
1111,0
1113,0
1113,0
1113,0
1114,0
1118,0
1121,0
1123,0
1130,0
1131,0
1134,0
1136,0
1141,0
1140,0
1141,0
1143,0
1144,0
1149,0
1149,0
1153,0
1155,0
1158,0
1157,0
1160,0
1160,0
1162,0
1165,0
1168,0
1171,0
1172,0
1178,0
1180,0
1180,0
1182,0
1184,0
1182,0
1187,0
1187,0
1189,0
1188,0
1192,0
1190,0
1189,0
1191,0
1198,0
1198,0
1200,0
1201,0
1205,0
1205,0
1215,0
1217,0
1216,0
1218,0
1219,0
1224,0
1226,0
1227,0
1228,0
1228,0
1226,0
1229,0
1234,0
1237,0
1238,0
1239,0
1241,0
1241,0
1244,0
1246,0
1251,0
1253,0
1258,0
1260,0
1261,0
1264,0
1265,0
1267,0
1267,0
1268,0
1271,0
1270,0
1271,0
1280,0
1287,0
1290,0
1291,0
1294,0
1295,0
1302,0
1302,0
1302,0
1300,0
1303,0
1314,0
1314,0
1315,0
1317,0
1322,0
1326,0
1329,0
1328,0
1328,0
1329,0
1330,0
1330,0
1336,0
1345,0
1346,0
1353,0
1357,0
1360,0
1360,0
1360,0
1362,0
1369,0
1375,0
1375,0
1377,0
1378,0
1381,0
1383,0
1382,0
1384,0
1384,0
1388,0
1390,0
1392,0
1394,0
1397,0
